"CODE","ALT"
59,"NOSUGARORSALTLOTSOFDRIEDFRUI"
59,"NOTABRAND"
59,"NOTESURE"
59,"NOTPARTICULAR"
59,"NOTSUPERMARKETBRAND"
59,"NOTSURE"
59,"NUTMIX"
59,"NUTRICHEF"
59,"NUTSSEEDS"
59,"OATRICE"
59,"OCASSIONALLY"
59,"OFLANAHANS"
59,"OLIVE"
59,"ORGANICFROMDAILYBREAD"
59,"ORGANICMILK"
59,"ORGANICNOSALTSUGAR"
59,"ORGANICNOTSUGARY"
59,"ORGANICSHOPSBRAND"
59,"ORGANICSUGARFREE"
59,"ORGANICSWISSSTYLE"
59,"ORGANICWHOLEEARTH"
59,"ORGANICYOGHURTNUTSAND"
59,"OTHERBRAND"
59,"OTUITA"
59,"OWNBRANDMORRISONSTES"
59,"OWNBRANDSKELLOGS"
59,"OWNBRANDTESCOADDEDS"
59,"OWNBRANDTESCOASDA"
59,"OWNBRANDTESCOSKELLO"
59,"OWNFROMHEALTHFOODSHOP"
59,"OWNMIXOFVARIOUSBRANDS"
59,"OWNMIXTIMEBASEDON"
59,"OWNMIXTURENOBRAND"
59,"OWNSMARKET"
59,"OXFORDWHOLEFOODS"
59,"PANINIES"
59,"PARADISE"
59,"PEACHAPRICOT"
59,"PENTWOODORGANIC"
59,"PEPPERONIBOILEDEGGSOLIVESJAM"
59,"PEPPERONICH"
59,"PERTWEES"
59,"PERTWOOD"
59,"PERTWOODFARM"
59,"PERTWOODFARMORGANIC"
59,"PERTWOODORGANIC"
59,"PERTWOODORGANICWHEATFR"
59,"PERTWOODSORGANIC"
59,"PERWOODFARMORGANIC"
59,"PLANETORGANIC"
59,"PLANETORGANICFRESHWI"
59,"PLANETORGANICORWAITROS"
59,"PORETCEREALS"
59,"POST"
59,"PURENA"
59,"PURTONWOOD"
59,"QAKERKELLOGGS"
59,"QUAKERORSCOTS"
59,"QUAKERORSCOTTS"
59,"QUAKERSCOTTS"
59,"RAISIN"
59,"REDBCORY"
59,"REGULAR"
59,"RIVITAL"
59,"RUDEHEALTH"
59,"SAFEWAYSALPEN"
59,"SAFEWAYSMORRISONS"
59,"SAFEWAYSOMERFIELDSUPE"
59,"SAINBURYSTESCOORCOOP"
59,"SAINSBURYORKELLOGS"
59,"SAINSBURYSANDMORRISSONS"
59,"SAINSBURYSKELLOGS"
59,"SAINSBURYSORTESCOOWNBR"
59,"SAINSBURYSORTESCOS"
59,"SAINSBURYSSAFEWAY"
59,"SAINSBURYSSAFEWAYS"
59,"SAINSBURYSWAITROSEKELLO"
59,"SAINSBURYWAITROSE"
59,"SAME"
59,"SANSBURYSSAFEWAY"
59,"SCOTSSAINSBURYS"
59,"SCOTTSORJORDANS"
59,"SEEDS"
59,"SEEDSNUTSFRUIT"
59,"SEEDSOFCHANGE"
59,"SELFPREPARED"
59,"SESAME"
59,"SEVERALBRANDSUSED"
59,"SHOP"
59,"SHOPBRANORWHATSONOFF"
59,"SHOPSBRAND"
59,"SHOPSOWNBRANDTESCO"
59,"SIMILARTOABOVE"
59,"SLOWCOOKING"
59,"SMARKETOWNBRAND"
59,"SOAKEDINORGANICAPPLEJ"
59,"SODA"
59,"SOGOOD"
59,"SOUTHERNALPS"
59,"SPEDDICOOK"
59,"SPOFF"
59,"STORE"
59,"STORESBRANDS"
59,"STORSOWN"
59,"STRAWBERRYCHOCOLATE"
59,"STRAWBERRYCRANBERRYA"
59,"SUGARFREEHOMEMADE"
59,"SUGARFREELIGHT"
59,"SUMA"
59,"SUMAWHOLEEARTH"
59,"SUNRISE"
59,"SUPERMAKETOWNBRAND"
59,"SUPERMAKETOWNTESCOS"
59,"SUPERMAKETSOWN"
59,"SUPERMARKEDOWNBRAND"
59,"SUPERMARKETANY"
59,"SUPERMARKETBRANDORKELL"
59,"SUPERMARKETOB"
59,"SWISSNOSUGAR"
59,"SWISSTESCO"
59,"SYRUP"
59,"TESCOALDI"
59,"TESCOANDVARIOUS"
59,"TESCOASDAMORRISONS"
59,"TESCOASDAOWNBRANDETC"
59,"TESCOORALPEN"
59,"TESCOORJORDANS"
59,"TESCOORKELLLOGS"
59,"TESCOORNAMEDBRAND"
59,"TESCOOWNBRANDSUGARF"
59,"TESCOSAINBURYS"
59,"TESCOSAINSBURYSOMERFIELD"
59,"TESCOSCOTTS"
59,"TESCOSORASDA"
59,"TESCOSORWAITROSE"
59,"TESCOSOWNANDJORDANS"
59,"TESCOSWEIGHTWATCHERS"
59,"THICK"
59,"TOASTYOATSFRUIT"
59,"TROPICALORIGINAL"
59,"USUALLY1FRESHORANGE"
59,"USUALLYEATFRIUT"
59,"USUALLYSUPERMAKTOWN"
59,"VARIESCHOSECHEAPEST"
59,"VARIOIUS"
59,"VARIOUSQUAKEROATS"
59,"VARIOUSRANGE"
59,"VARIOUSTYPESUSUALLYLIGHT"
59,"VARIOUSWITHNOADDEDSUG"
59,"VARYINGCURRENTLYTESCO"
59,"VERYLARGE"
59,"VOGEL"
59,"WAITROSECOOP"
59,"WAITROSECORGANIC"
59,"WAITROSEFRUIT"
59,"WAITROSEHOMEBRAND"
59,"WAITROSEJORDANS"
59,"WAITROSEMIXEDWITHNUTS"
59,"WAITROSENOSALTSUGAR"
59,"WAITROSEOGANIC"
59,"WAITROSEONLY"
59,"WAITROSEORALPEN"
59,"WAITROSEORCHARDFRUITS"
59,"WAITROSEORGANIC"
59,"WAITROSEORKELLOGGS"
59,"WAITROSEORLIDL"
59,"WAITROSES"
59,"WAITROSESAINSBURYS"
59,"WAITROSESAINSBURYSWHO"
59,"WAITROSESCOTTS"
59,"WAITROSETROPICAL"
59,"WAITROSETROPICALFRUIT"
59,"WATROSE"
59,"WEETABIXALBRAND"
59,"WEETABIXKELLOGG"
59,"WEETABIXLTDBURTONLATIM"
59,"WEETABIXNESTLE"
59,"WEETABIXOROWNBAND"
59,"WEETABIXOROWNBRAND"
59,"WEETABIXWEETAOATS"
59,"WEIGHTWATCHERSHEALTHYB"
59,"WELLKNOWNBUTFORGOTBLUEBAG"
59,"WHARBURTONS"
59,"WHITES"
59,"WHOLEEARTHDOVESFARM"
59,"WHOLEFOODCOOPINCAMBRIDGE"
59,"WHOLEFOODSHO"
59,"WHOLEFOODSHOPARJUNA"
59,"WITHBERRIES"
59,"WITHRAISINS"
59,"WITHREDBERRIES"
59,"WMARTIN"
59,"WMIXEDNUTSDRIEDFRUITETC"
59,"YOGHURTANDNUTSANDSEED"
59,"YOGHURTNUTSANDSEEDSO"
59,"acfincken"
59,"ada"
59,"adsa"
59,"ainsburys"
59,"alarawholefoods"
59,"aldi"
59,"aldiownbrand"
59,"aldis"
59,"allisons"
59,"allthenamebrands"
59,"alpenetc"
59,"alpenjordans"
59,"alpenlight"
59,"alpenluxury"
59,"alpenorsomerfields"
59,"alpenplustesco"
59,"alpensomerfield"
59,"alpenunsweetened"
59,"andseedsandfruit"
59,"anyavailablebrand"
59,"anybrandfromsainsbury"
59,"anybrandstoresown"
59,"anycheap"
59,"anymake"
59,"anyones"
59,"anyonoffer"
59,"anytimeifiwant"
59,"appleandraisin"
59,"apricotsandbran"
59,"arjuna"
59,"arjunadailybread"
59,"arthurs"
59,"arthurswholefoods"
59,"arthurswholefoodshop"
59,"arturshealthfood"
59,"asda5"
59,"asdaandtesco"
59,"asdabrand"
59,"asdafarmstores"
59,"asdaiceland"
59,"asdakelloggs"
59,"asdakellogs"
59,"asdalikejordans"
59,"asdalydl"
59,"asdaorkelloggs"
59,"asdaorkellogs"
59,"asdaormorrisons"
59,"asdaortesco"
59,"asdaortescobrand"
59,"asdaortescos"
59,"asdaown"
59,"asdaownbrand"
59,"asdasainsburys"
59,"asdasown"
59,"asdastores"
59,"asdastoresltd"
59,"asdatesco"
59,"asdatescosjordans"
59,"asinsburys"
59,"asnack"
59,"assorted"
59,"atnight"
59,"bananaraisins"
59,"bardwells"
59,"belsos"
59,"bemax5"
59,"bigk"
59,"biscuits2"
59,"biscuitsportion"
59,"bixieslidluk"
59,"bockerschefslarder"
59,"boots"
59,"bootsorkellogs"
59,"boughtloosefrommarket"
59,"boxesassortedcereals"
59,"bran5"
59,"brananddates"
59,"brand"
59,"brandates"
59,"branded"
59,"brandorkelloggs"
59,"brank"
59,"breakfastclub"
59,"brown"
59,"budgensown"
59,"bulkhealthstore"
59,"bulkmixatmarketstall"
59,"bulknoname"
59,"bulkpurchase"
59,"butavoidcoconutcontent"
59,"butnotforbreakfast"
59,"cambridgemarket"
59,"carters"
59,"catering"
59,"cearealpartners"
59,"cerealfarm"
59,"cerealfayecornflakes"
59,"cerealfayre"
59,"cerealfayre5"
59,"cerealfayrelidlown"
59,"cerealfayrelidlukgmbh"
59,"cerealfayreluxury"
59,"cerealfayreswiss"
59,"cerealfayreswissstyle"
59,"cerealpartners"
59,"cerealpartnersltd"
59,"cerealpartnersnestle"
59,"cheapownbrands"
59,"checks"
59,"cheshire"
59,"cheshirefoods"
59,"cheshirenatural"
59,"cheshirenaturalfoods"
59,"cheshireorhfoodshop"
59,"cheshirepremier"
59,"cheshirepremium"
59,"cheshirewhitefoodcereal"
59,"chesire"
59,"chester"
59,"club"
59,"coarseground"
59,"collier"
59,"colliers"
59,"colliersforcoop"
59,"colliershealthyoptions"
59,"colliersmornflakes"
59,"colliersnetto"
59,"colliersproducefornett"
59,"collietsnetto"
59,"collins"
59,"collliers"
59,"conrflakesfruit"
59,"coopgoodlife"
59,"coopjordans"
59,"coopkelloggs"
59,"coopkelloggsswayalpen"
59,"cooporwaitrose"
59,"coopown"
59,"coopownbrand"
59,"coopsomefieldownbn"
59,"coopsomerfield"
59,"coopsomerfieldownbn"
59,"coopswissstylemuesli"
59,"cotswold"
59,"countryfare"
59,"countrygold"
59,"countrygoodness"
59,"countryharvestnatfood"
59,"countryhome"
59,"countrylife"
59,"countrymill"
59,"countrymills"
59,"countrymillscoop"
59,"countryside"
59,"countrystyle"
59,"countyfayre"
59,"countymills"
59,"countyrfayre"
59,"coutrymills"
59,"currant"
59,"dafeways"
59,"dailybread"
59,"dailybreadcoop"
59,"datesultanasprune"
59,"deeside"
59,"deesidequaliltyfoods"
59,"deesidequalityfoods"
59,"delicatessantinwydmondh"
59,"dessertspooncoconut"
59,"devonshirewholefoods"
59,"dietrecord"
59,"differentbrands"
59,"differentmakes"
59,"disshealthstore"
59,"dontknow"
59,"dorset"
59,"dorsetbrand"
59,"dorsetcereal"
59,"dorsetcereals"
59,"dorsetfood"
59,"dorsetfoods"
59,"dorsetwholefoods"
59,"dorsetwholrfoods"
59,"dove"
59,"doves"
59,"dovesfarm"
59,"dovesfarmorganic"
59,"dran"
59,"drbananasraisinsdates"
59,"driedapricotbran"
59,"driedaprictossprinkle"
59,"drydrysultanasmixed"
59,"egbudgenssainsburys"
59,"enideyton"
59,"evernat"
59,"exmillormornflake"
59,"farleys"
59,"farleystwo"
59,"farmhores"
59,"farmhousebran"
59,"farmshores"
59,"farmstore"
59,"farmstores"
59,"fellogga"
59,"fincken"
59,"flakebiscuit"
59,"fooddiary"
59,"fournutvariety"
59,"frommarket"
59,"frostiesbranflakes"
59,"fullselection"
59,"garboldishammilk"
59,"gatewaygoodmorning"
59,"gatewaysafeway"
59,"gatewaysgoodmorning"
59,"gatewaytesco"
59,"gatewaywholewheat"
59,"gaucer"
59,"generic"
59,"genuine"
59,"go0odmorninggateway"
59,"goldencracles"
59,"goodearth"
59,"goodlife"
59,"goodlifesomerfield"
59,"goodmans"
59,"goodmorning"
59,"goodmorninggateway"
59,"goodmorningkelloggs"
59,"goodmorningoriginal"
59,"goodmorningotherbrands"
59,"goodmorningquick"
59,"goodmorningsomerfield"
59,"goodmorningwholewheat"
59,"goodnessfoods"
59,"grainsnutsdriedfruit"
59,"greensscoopshop"
59,"gway"
59,"haferflocken"
59,"hanisons"
59,"happyeater"
59,"harrison"
59,"harrisonquaker"
59,"harvest"
59,"harvestfarm"
59,"harvestharvest"
59,"harveyscrunch"
59,"havevariety"
59,"healthfood"
59,"healthfoodshop"
59,"healthfoodshopboots"
59,"healthfoodshophomemade"
59,"healthfoodshopkelloggs"
59,"healthfoodshopnwalsha"
59,"healthfoodshopown"
59,"healthfoodshopownbrand"
59,"healthfoodshopownmix"
59,"healthfoodshopsown"
59,"healthfoodstall"
59,"healthfoodstore"
59,"healthfoodstoreloose"
59,"healthfoodstores"
59,"healthfoodstores5"
59,"healthfoosshop"
59,"healthfoosshopkelloggs"
59,"healthshop"
59,"healthshopmixrainbow"
59,"healthshopownmakemues"
59,"healthshopsown"
59,"healthshopsownbrand"
59,"healthshopsownmix"
59,"healthstore100"
59,"healthstoremix"
59,"healthstoreownbrand"
59,"healthstoreownmake"
59,"healthstores"
59,"healthstoresown"
59,"healthyeating"
59,"heinz"
59,"heinzeweightwatchers"
59,"heinzweightwa"
59,"heinzweightwatchers"
59,"heinzwtwatchersbalance"
59,"heritage"
59,"heron"
59,"hiderfoods"
59,"highinfibrelowinfat"
59,"hollandandbarret"
59,"hollandandbarrett"
59,"hollandbarratt"
59,"hollandbarrett"
59,"homemadefromrainbowbas"
59,"homemadehealthfoodshp"
59,"homemadeorbiological"
59,"homemadesains"
59,"icelands"
59,"imakeupmyownits"
59,"imixmyown"
59,"ingredientsas7day"
59,"iwthraspstrawnuts"
59,"jacksons"
59,"jacobs"
59,"jodanscheshire"
59,"jordan"
59,"jordancereal"
59,"jordansainsburys"
59,"jordansalpen"
59,"jordansandsommerfields"
59,"jordansfourgrains"
59,"jordanskelloggs"
59,"jordansmornflakes"
59,"jordansorsains"
59,"jordansortesco"
59,"jordansorwaitrose"
59,"jordansquaker"
59,"jordanssomerfieldown"
59,"jordeans"
59,"jordons"
59,"jrdans"
59,"jseconomy"
59,"k8elloggs"
59,"k8ellogs"
59,"kallo"
59,"kallofromhealthstore"
59,"kbrand"
59,"keelloggs"
59,"kel"
59,"kelleggs"
59,"kellgosorsainsbury"
59,"kellgossainssomerfield"
59,"kelllogs"
59,"kelloges"
59,"kelloggd"
59,"kellogggs"
59,"kelloggortesco"
59,"kelloggs3"
59,"kelloggs5"
59,"kelloggsasda"
59,"kelloggscoop"
59,"kelloggscoopsomerfield"
59,"kelloggscounntrymills"
59,"kelloggsd"
59,"kelloggsgateway"
59,"kelloggsgoodmorning"
59,"kelloggsjordans"
59,"kelloggsk"
59,"kelloggsmorr"
59,"kelloggsnestle"
59,"kelloggsnestles"
59,"kelloggsnisa"
59,"kelloggsnotoften"
59,"kelloggsorownbrand"
59,"kelloggsorsai"
59,"kelloggsorsains"
59,"kelloggsorsainsburys"
59,"kelloggsorsunblest"
59,"kelloggsortesco"
59,"kelloggsortescoown"
59,"kelloggsortescos"
59,"kelloggsownbrand"
59,"kelloggss"
59,"kelloggssafeway"
59,"kelloggssain"
59,"kelloggssains"
59,"kelloggssainsbury"
59,"kelloggssainsburys"
59,"kelloggssainssomerfield"
59,"kelloggssburys"
59,"kelloggssomerfield"
59,"kelloggssomerfields"
59,"kelloggsstoresown"
59,"kelloggssunblest"
59,"kelloggstesco"
59,"kelloggstescoasda"
59,"kelloggstescos"
59,"kelloggstescosainsburys"
59,"kelloggsvarious"
59,"kelloggswaitrose"
59,"kellogsandsainsbury"
59,"kellogsandtesco"
59,"kellogsasda"
59,"kellogscoop"
59,"kellogskraftgeneralfod"
59,"kellogsmarkandspencer"
59,"kellogsnestle"
59,"kellogsorasda"
59,"kellogsorsafeway"
59,"kellogsorsainsburys"
59,"kellogsorsomerfield"
59,"kellogsortesco"
59,"kellogssainsburys"
59,"kellogssainssomerfield"
59,"kellogssomerfield"
59,"kellogssomerfields"
59,"kellogssupermarketbrand"
59,"kellogtescosomerfied"
59,"kellokks"
59,"kellsafeway"
59,"kelnestle"
59,"kelsain"
59,"kflakes"
59,"kielloggs"
59,"kiwiksaveharvesthome"
59,"kixies"
59,"kjelloggs"
59,"kleeoggs"
59,"kraftgeneralfoods"
59,"kraftgeneralfoodsltd"
59,"kraftjacobs"
59,"kraftjacobssuchard"
59,"kraftjacobsuchard"
59,"kraftmornflake"
59,"krunchies"
59,"kuxurybrand"
59,"kwiksave"
59,"kwiksavenofrill"
59,"l8arge"
59,"labisco"
59,"lees"
59,"liadlsownbrand"
59,"liddl"
59,"liddle"
59,"lidel"
59,"lidlaldistores"
59,"lidlbixies"
59,"lidllittleman"
59,"lidlsluxurycerealfayre"
59,"lidlsnordwaldtaler"
59,"lidlsometimes"
59,"lidluk"
59,"lidlukmarshalls"
59,"littleman"
59,"littlemanliedl"
59,"local"
59,"localhealthfoodshop"
59,"localhealthshop"
59,"localhealthshopexotic"
59,"localhealthstall"
59,"localhealthstore"
59,"localmarket"
59,"localmix"
59,"localshop"
59,"localwholefoodownmix"
59,"localwholefoodshop"
59,"localwholefoodshopor"
59,"localwymondhamnorfolk"
59,"londispackedinstore"
59,"loosefrommarket"
59,"loosefromweighnsave"
59,"loosehealthfoodstore"
59,"looseunlabelled"
59,"loosewayandweigh"
59,"lydells"
59,"m8orning"
59,"mabisco"
59,"mace"
59,"macebrand"
59,"madeup"
59,"madeupbylocalstore"
59,"maidcraft"
59,"makemyownfromweight"
59,"makeownbrand"
59,"malters"
59,"market"
59,"marketbrand"
59,"marketstall"
59,"marksandspencer"
59,"marksandspencerkellogs"
59,"marksandspencers"
59,"markspencers"
59,"marksspencers"
59,"marshall"
59,"maybeonceafortnight"
59,"mayflowerjordans"
59,"mcvities"
59,"millerschoice"
59,"millgroundlocally"
59,"mix"
59,"mixedbrandcocopopsetc"
59,"mixedvarietysmallpack"
59,"mixofeach"
59,"momflakeorganic"
59,"moonflake"
59,"mornflafe"
59,"mornflake"
59,"mornflakemix"
59,"morningflake"
59,"morningfoods"
59,"morningglory"
59,"morntlake"
59,"morrisions"
59,"morrison"
59,"morrisons"
59,"morrisonsorasda"
59,"morrisonsortescos"
59,"morrisonssortescos"
59,"morrisonsspecialrecipe"
59,"morrsions"
59,"mostlyhealthstores"
59,"msorsains"
59,"msorsainsburys"
59,"mssains"
59,"mstesco"
59,"myowen"
59,"myown"
59,"myownmixture"
59,"nabasco"
59,"sanisburyorkellogs"
59,"sauns"
59,"saveorarthurswholefood"
59,"sawboldisham"
59,"sbran"
59,"sbury"
59,"sburys"
59,"sburysdeluxe"
59,"sburysomerfield"
59,"sburysquaker"
59,"sburyssomerfields"
59,"school"
59,"schoolmeal"
59,"scoop"
59,"scoopsave"
59,"scoopweigh"
59,"scoots"
59,"scotch"
59,"scotorquakeroats"
59,"scotsjordansgoodmorn"
59,"scottscoop"
59,"scottsjordansgoodmorn"
59,"scottsmornflake"
59,"scottsoats"
59,"scts"
59,"sdhopbrand"
59,"seedsandflakes"
59,"seedsnuts"
59,"seelistonfile"
59,"seemondaybreakfast"
59,"selection"
59,"selfmade"
59,"selfmake"
59,"selfmixed"
59,"shopbrand"
59,"shopbrands"
59,"shopownbrandprobably"
59,"shopownbrands"
59,"shopownbrandvarious"
59,"shopsownbrand"
59,"shopsownbrandegtesco"
59,"shopsownlabel"
59,"sians"
59,"siansburys"
59,"smallmill"
59,"smarketsown"
59,"somerfeild"
59,"somerfeilds"
59,"somerfieldalpen"
59,"somerfieldbasic"
59,"somerfieldbasicbuy"
59,"somerfieldbasics"
59,"somerfieldgoodmorning"
59,"somerfieldhealthyselect"
59,"somerfieldkelloggs"
59,"somerfieldkwiksave"
59,"somerfieldorjordan"
59,"somerfieldorkelloggs"
59,"somerfieldorsainsburys"
59,"somerfieldortesco"
59,"somerfieldown"
59,"somerfieldownbrand"
59,"somerfieldquicksave"
59,"somerfields"
59,"somerfieldsainsburys"
59,"somerfieldsbasic"
59,"somerfieldsgoodmorning"
59,"somerfieldshselection"
59,"somerfieldskelloggs"
59,"somerfieldsnestle"
59,"somerfieldsorsafeways"
59,"somerfieldsortescos"
59,"somerfieldsown"
59,"somerfieldsownbrand"
59,"somerfieldtesco"
59,"somerfieldtescoasda"
59,"somerfieldtescobasics"
59,"somerfieldtescoluxury"
59,"somerfieldwholewheat"
59,"somerfiled"
59,"sometimesbeforebed"
59,"sometimesforsupper"
59,"sommerfeild"
59,"sommerfields"
59,"sommerfirlds"
59,"sommervillegoodmorning"
59,"sonerfieldkelloggs"
59,"sorts"
59,"srkelloggs"
59,"stbernard"
59,"stbernardsdublin"
59,"stmichael"
59,"stmichaels"
59,"storebrand"
59,"storeowenbrand"
59,"storeown"
59,"storeownbrand"
59,"stores"
59,"storesbrand"
59,"storesown"
59,"storesownbrand"
59,"summer"
59,"summercounty"
59,"summerfields"
59,"summertime"
59,"sumpermarketsownbrand"
59,"sun"
59,"sunblessed"
59,"sunblestcheshire"
59,"sunblesttesco"
59,"sunblst"
59,"suncottage"
59,"sunflower"
59,"sunkist"
59,"superdeluxe"
59,"supermarketbasic"
59,"supermarketbrand"
59,"supermarketbrands"
59,"supermarketequivalent"
59,"supermarketkelloggs"
59,"supermarketlux"
59,"supermarketown"
59,"supermarketownbrand"
59,"supermarketownbrand7"
59,"supermarketsown"
59,"supermarketsownbrand"
59,"supermarketsownbrands"
59,"supermrktownbrand"
59,"superstore"
59,"swau"
59,"sway"
59,"swaycoopsainsjordans"
59,"swedish"
59,"swissvallerystyle"
59,"tcraft"
59,"teabreak"
59,"tecso"
59,"tecsoown"
59,"tescoasda"
59,"tescoasdaetc"
59,"tescoasdasainsburyalpe"
59,"tescoasdsainsburyalpe"
59,"tescocoop"
59,"tescojordanmixed"
59,"tescojordansholland"
59,"tescokelloggs"
59,"tescokellogs"
59,"tescoorasda"
59,"tescoorbudgeons"
59,"tescoorkelloggs"
59,"tescoormornflake"
59,"tescoornestle"
59,"tescoorsafeway"
59,"tescoorsains"
59,"tescoorsainsburys"
59,"tescoorsomerfield"
59,"tescoorsomerfields"
59,"tescoorwheetabix"
59,"tescoquaker"
59,"tescoquakers"
59,"tescoreadybrek"
59,"tescosafeway"
59,"tescosafewaysainsburys"
59,"tescosafewaysomerfields"
59,"tescosain"
59,"tescosains"
59,"tescosainsbury"
59,"tescosainsburys"
59,"tescosainsburysluxury"
59,"tescosalpen"
59,"tescoskelloggs"
59,"tescosomerfield"
59,"tescosomerfield5"
59,"tescosomerfieldown"
59,"tescosorsainsbury"
59,"tescosorsainsburys"
59,"tescosquaker"
59,"tescossainsburys"
59,"tescoswissstyle"
59,"tescowaitrose"
59,"tescowaitrosesainsburys"
59,"tesssco"
59,"tesvo"
59,"thecheapest"
59,"therealthing"
59,"theysaylabelenclosed"
59,"tinnedwaitrose"
59,"trading"
59,"traidcroft"
59,"traidfair"
59,"tripleplea"
59,"triplepleaproducts"
59,"triplepleawholefoods"
59,"tsco"
59,"tseco"
59,"two"
59,"uaker"
59,"unbranded"
59,"unbrandedwholefoodshop"
59,"uncletobys"
59,"unknownhealthfoodshop"
59,"valley"
59,"value"
59,"valuetype"
59,"variedegtescoown"
59,"variedsupermarketsbrand"
59,"varietynoonetype"
59,"variousbrands"
59,"variousbrandslowsugar"
59,"variousdifferentbrands"
59,"varioushealthfoodshops"
59,"variousjordanscoop"
59,"variousmakes"
59,"variousmstescoetc"
59,"variousothers"
59,"varioussupermarket"
59,"varioustypes"
59,"veryrarelykelloggs"
59,"villageshopmix"
59,"waiatrose"
59,"waiteroseorsainsburys"
59,"waitluxury"
59,"waitrose"
59,"waitrosediet"
59,"waitroselabelbrand"
59,"waitroseluxuryorsains"
59,"waitrosemssafeway"
59,"waitrosenoaddedsalt"
59,"waitrosenoaddedsugar"
59,"waitroseorallison"
59,"waitroseorweetabix"
59,"waitroseown"
59,"waitroseownbrand"
59,"waitroseownmake"
59,"waitrosesains"
59,"waitrosetesco"
59,"waitrosetescojordans"
59,"waitrosetescomorrisons"
59,"waitrosetescosainsburys"
59,"waitsainschesjordan"
59,"wart"
59,"weetabixcompany"
59,"weetabixownbrand"
59,"weighandsave"
59,"weighandsaveloose"
59,"weighsave"
59,"weighsavegoodmorning"
59,"weighsaveorsmarketbr"
59,"weighsaveshop"
59,"weightwatcher"
59,"weightwatchers"
59,"weightwatchersheinz"
59,"welga"
59,"welgar"
59,"welgarnestle"
59,"welgarnestles"
59,"welgars"
59,"westlia"
59,"wh"
59,"whateverihve"
59,"wheatgermsoyabeanflake"
59,"wheetabixltd"
59,"whicheverorganic5"
59,"whitworth"
59,"wholefood"
59,"wholefoodloode"
59,"wholefoodloose"
59,"wholefoods"
59,"wholefoodshop"
59,"wholefoodshopbrand"
59,"wholefoodshopsown"
59,"wholefoodshopunbranded"
59,"wholefoodstore"
59,"wholefoodstoreown"
59,"wholefoodwarehouse"
59,"wholerolledoats"
59,"wholewheatcer"
59,"withalmondshazelnuts"
59,"withhoneyfruitnut"
59,"withraisinsalmonds"
59,"withsainsburys"
59,"withstrawberries"
59,"withtropicalfruits"
59,"ww"
